College ID	Branch Code	Branch Name	Approved Intake	Year of starting course	NBA Accredited	Accredition Valid upto
1211	EC	Electronics and Communication	240	1997	No	JUL2011
1211	IT	Information Technology	120	1999	No	--
1211	ME	Mechanical Engineering	180	1997	No	JUL2011
1212	AU	Automobile Engineering	60	2012	No	--
1212	BM	Bio Medical Engineering	60	2002	No	JAN2014
1212	CS	Computer science and engineering	60	2001	No	--
1212	EE	Electrical and Electronics Engineering	60	2005	No	--
1212	EC	Electronics and Communication	60	2001	No	--
1212	ME	Mechanical Engineering	120	2005	No	--
1212	PE	Petroleum Engineering	60	2005	No	--
1213	CE	Civil Engineering	60	2011	No	--
1213	CS	Computer science and engineering	120	2001	No	feb2012
